Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
_28:327210	  233.0	   88.7	    2.6	   79.2	  15.20	  15.59	  43.97	  -0.95	   0.00	--------	-1	0.00	*
_2:575588	  190.0	   62.1	    3.1	   91.7	  15.17	  15.56	  18.97	  -0.97	   0.27	--------	-1	0.00	*
_24:187034	  190.0	   62.1	    3.1	   88.8	  15.17	  15.56	  20.37	  -1.12	   0.00	--------	-1	0.00	*
_21:24098	  253.0	   84.3	    3.0	  145.1	  15.04	  20.09	  15.43	  -0.75	   0.00	--------	-1	0.00	*
_1:2015127	  307.0	   79.8	    3.8	  186.4	  15.03	  32.02	  15.42	  -0.87	   0.49	--------	-1	0.00	*
_5:234421	  242.6	   95.1	    2.6	   93.8	  15.03	  15.42	  37.27	  -0.67	   0.00	--------	-1	0.00	*
_24:82358	  258.0	   62.1	    4.2	  149.0	  15.03	  28.73	  15.41	  -0.63	   0.00	--------	-1	0.00	*
_30:197259	  252.8	   75.2	    3.4	  145.3	  15.02	  22.94	  15.40	  -1.33	   0.00	--------	-1	0.00	*
_1:121922	  266.0	  110.9	    2.4	  124.3	  14.99	  15.37	  27.95	  -0.97	   0.00	--------	-1	0.00	*
_4:511130	  195.0	   39.9	    4.9	  103.0	  14.97	  25.24	  15.35	  -0.93	   0.00	--------	-1	0.00	*
_11:813862	  217.0	   79.8	    2.7	   92.3	  14.96	  15.34	  27.95	  -0.75	   0.64	--------	-1	0.00	*
_2:865799	  179.0	   53.2	    3.4	   91.7	  14.95	  16.41	  15.33	  -0.59	   0.00	--------	-1	0.00	*
_1:1914767	  202.0	   71.0	    2.8	  104.5	  14.92	  15.30	  17.04	  -0.75	   0.00	--------	-1	0.00	*
_7:469637	  180.0	   57.7	    3.1	   89.4	  14.92	  15.30	  16.91	  -0.88	   0.00	--------	-1	0.00	*
_20:136984	  279.0	  119.7	    2.3	   97.7	  14.89	  15.27	  50.05	  -0.78	   0.45	--------	-1	0.00	*
_5:337911	  265.0	  110.9	    2.4	   93.8	  14.84	  15.22	  46.81	  -0.86	   0.00	--------	-1	0.00	*
_25:75668	  232.0	   71.0	    3.3	  130.4	  14.82	  20.68	  15.19	  -0.76	   0.00	--------	-1	0.00	*
_25:328050	  195.0	   66.5	    2.9	  103.4	  14.81	  15.25	  15.18	  -0.81	   0.00	--------	-1	0.00	*
_4:1165944	  183.0	   57.7	    3.2	   94.8	  14.80	  15.85	  15.18	  -0.90	   0.00	--------	-1	0.00	*
_15:285509	  216.0	   79.8	    2.7	  115.5	  14.80	  15.18	  16.66	  -0.65	   0.46	--------	-1	0.00	*
_6:185683	  216.0	   79.8	    2.7	  116.3	  14.80	  15.18	  16.33	  -0.73	   0.00	--------	-1	0.00	*
_17:163195	  181.0	   39.9	    4.5	   93.5	  14.79	  22.19	  15.16	  -0.88	   0.00	--------	-1	0.00	*
_16:540105	  201.0	   71.0	    2.8	  105.9	  14.76	  15.13	  15.76	  -0.70	   0.00	--------	-1	0.00	*
_17:218872	  278.0	  119.7	    2.3	   97.3	  14.75	  15.12	  49.88	  -0.81	   0.43	--------	-1	0.00	*
_4:99335	  256.0	   66.5	    3.8	  148.4	  14.74	  26.75	  15.11	  -0.83	   0.00	--------	-1	0.00	*
_19:238107	  213.0	   53.2	    4.0	  116.7	  14.70	  23.08	  15.07	  -0.84	   0.00	--------	-1	0.00	*
_2:95495	  194.0	   66.5	    2.9	   91.7	  14.70	  15.07	  20.26	  -0.66	   0.00	--------	-1	0.00	*
_24:143150	  194.0	   66.5	    2.9	   87.4	  14.70	  15.07	  22.42	  -0.71	   0.46	--------	-1	0.00	*
_30:118683	  264.0	  110.9	    2.4	  145.5	  14.70	  15.07	  18.45	  -0.63	   0.00	--------	-1	0.00	*
_22:301655	  213.0	   71.0	    3.0	  117.0	  14.61	  17.22	  14.98	  -0.79	   0.07	--------	-1	0.00	*
_15:429384	  277.0	  119.7	    2.3	  123.4	  14.61	  14.98	  32.21	  -1.11	   0.31	--------	-1	0.00	*
_15:562628	  251.0	  102.0	    2.5	   97.5	  14.60	  14.96	  38.01	  -0.97	   0.04	--------	-1	0.00	*
_18:133326	  251.0	  102.0	    2.5	   95.6	  14.60	  14.96	  39.30	  -0.70	   0.00	--------	-1	0.00	*
_16:458558	  200.0	   71.0	    2.8	   94.7	  14.60	  14.96	  20.75	  -0.79	   0.00	--------	-1	0.00	*
_20:244228	  229.0	   88.7	    2.6	  101.9	  14.58	  14.95	  26.92	  -0.91	   0.00	--------	-1	0.00	*
_15:144972	  208.0	   75.4	    2.8	   97.5	  14.56	  14.93	  22.01	  -0.97	   0.00	--------	-1	0.00	*
_8:609795	  185.0	   48.8	    3.8	   97.0	  14.52	  19.35	  14.88	  -0.64	   0.00	--------	-1	0.00	*
_1:103008	  222.0	   84.3	    2.6	  111.7	  14.48	  14.84	  19.89	  -0.85	   0.22	--------	-1	0.00	*
_25:358600	  222.0	   84.3	    2.6	  103.4	  14.48	  14.84	  23.73	  -0.95	   0.00	--------	-1	0.00	*
_26:178122	  228.0	   62.1	    3.7	  128.6	  14.39	  22.68	  14.75	  -0.59	   0.00	--------	-1	0.00	*
_18:542445	  214.4	   80.7	    2.7	   95.6	  14.39	  14.75	  25.36	  -1.06	   0.00	--------	-1	0.00	*
_5:889948	  201.0	   72.0	    2.8	   93.8	  14.38	  14.74	  21.87	  -1.05	   0.00	--------	-1	0.00	*
_14:317274	  185.0	   62.1	    3.0	   90.4	  14.31	  14.68	  17.97	  -1.07	   0.16	--------	-1	0.00	*
_24:66744	  255.0	  106.4	    2.4	  135.2	  14.28	  14.64	  19.85	  -0.86	   0.57	--------	-1	0.00	*
_1:195272	  227.0	   88.7	    2.6	  123.2	  14.27	  14.63	  16.75	  -0.83	   0.00	--------	-1	0.00	*
_27:107745	  227.0	   88.7	    2.6	  101.5	  14.27	  14.63	  26.44	  -1.05	   0.00	--------	-1	0.00	*
_2:691656	  198.0	   71.0	    2.8	  100.0	  14.26	  14.62	  17.72	  -0.87	   0.00	--------	-1	0.00	*
_19:46205	  240.3	   97.4	    2.5	  116.7	  14.26	  14.62	  23.51	  -0.77	   0.00	--------	-1	0.00	*
_7:827852	  198.0	   44.4	    4.5	  107.1	  14.24	  23.65	  14.60	  -0.78	   0.00	--------	-1	0.00	*
_1:1098946	  206.0	   75.4	    2.7	   92.5	  14.24	  14.59	  23.90	  -0.73	   0.27	--------	-1	0.00	*
_8:254688	  364.0	  181.8	    2.0	   91.7	  14.22	  14.57	 101.31	  -0.84	   0.00	--------	-1	0.00	*
_13:167797	  295.0	  133.1	    2.2	   96.7	  14.22	  14.57	  58.45	  -0.92	   0.00	--------	-1	0.00	*
_15:569592	  208.7	   77.8	    2.7	   97.5	  14.20	  14.56	  22.34	  -0.85	   0.25	--------	-1	0.00	*
_9:651912	  241.8	   98.2	    2.5	   85.4	  14.18	  14.53	  43.05	  -0.94	   0.00	--------	-1	0.00	*
_4:967706	  212.0	   79.8	    2.7	   94.8	  14.17	  14.52	  24.75	  -1.28	   0.00	--------	-1	0.00	*
_24:80167	  236.0	   57.7	    4.1	  135.3	  14.15	  26.21	  14.50	  -0.65	   0.00	--------	-1	0.00	*
_15:188631	  226.0	   88.7	    2.5	   97.5	  14.12	  14.47	  28.28	  -0.98	   0.00	--------	-1	0.00	*
_2:1102730	  226.0	   88.7	    2.5	   96.3	  14.12	  14.47	  28.96	  -0.84	   0.00	--------	-1	0.00	*
_22:584752	  179.2	   55.0	    3.3	   94.5	  14.12	  15.94	  14.47	  -1.13	   0.00	--------	-1	0.00	*
_11:561212	  240.0	   97.6	    2.5	  105.3	  14.11	  14.46	  28.96	  -0.90	   0.00	--------	-1	0.00	*
_25:418149	  207.2	   56.9	    3.6	  114.7	  14.11	  20.94	  14.46	  -0.97	   0.00	--------	-1	0.00	*
_21:187612	  300.0	  137.5	    2.2	  164.3	  14.10	  14.45	  21.16	  -0.75	   0.56	--------	-1	0.00	*
_7:145803	  205.0	   75.4	    2.7	  103.1	  14.08	  14.43	  18.51	  -1.08	   0.00	--------	-1	0.00	*
_3:181793	  190.0	   66.5	    2.9	   97.6	  14.04	  14.38	  16.38	  -0.95	   0.00	--------	-1	0.00	*
_14:177161	  174.0	   31.0	    5.6	   90.4	  14.02	  24.41	  14.37	  -0.95	   0.00	--------	-1	0.00	*
_23:152989	  211.0	   79.8	    2.6	  111.4	  14.01	  14.36	  16.82	  -0.81	   0.00	--------	-1	0.00	*
_33:28110	  211.0	   79.8	    2.6	   70.4	  14.01	  14.36	  41.13	  -1.04	   0.00	--------	-1	0.00	*
_8:122189	  253.0	  106.4	    2.4	   91.7	  13.99	  14.34	  43.03	  -0.68	   0.00	--------	-1	0.00	*
_30:102801	  283.0	  119.7	    2.4	  171.6	  13.99	  15.86	  14.34	  -0.78	   0.00	--------	-1	0.00	*
_22:585244	  221.8	   86.9	    2.6	   94.5	  13.99	  14.34	  28.57	  -1.04	   0.00	--------	-1	0.00	*
_6:1001722	  192.3	   68.1	    2.8	  104.0	  13.99	  14.33	  14.38	  -1.03	   0.00	--------	-1	0.00	*
_7:971498	  183.0	   62.1	    2.9	   93.9	  13.98	  14.33	  15.61	  -0.71	   0.23	--------	-1	0.00	*
_8:72091	  183.0	   62.1	    2.9	   91.7	  13.98	  14.33	  16.78	  -0.57	   0.00	--------	-1	0.00	*
_10:859411	  225.0	   88.7	    2.5	  126.7	  13.97	  14.31	  14.66	  -0.71	   0.00	--------	-1	0.00	*
_1:2352965	  229.0	   88.7	    2.6	  130.7	  13.96	  14.95	  14.30	  -0.84	   0.57	--------	-1	0.00	*
_5:551567	  196.0	   71.0	    2.8	   93.8	  13.95	  14.28	  19.91	  -0.80	   0.00	--------	-1	0.00	*
_4:64453	  204.0	   75.4	    2.7	   94.8	  13.92	  14.26	  22.01	  -0.71	   0.00	--------	-1	0.00	*
_14:361446	  272.0	  119.7	    2.3	   92.7	  13.91	  14.25	  50.92	  -0.80	   0.06	--------	-1	0.00	*
_19:590363	  242.0	  100.0	    2.4	  116.7	  13.88	  14.21	  24.15	  -0.81	   0.00	--------	-1	0.00	*
_3:640772	  189.0	   66.5	    2.8	   93.4	  13.88	  14.21	  17.86	  -0.59	   0.00	--------	-1	0.00	*
_1:1684346	  218.0	   84.3	    2.6	  104.2	  13.86	  14.20	  22.04	  -1.14	   0.00	--------	-1	0.00	*
_25:477487	  201.4	   74.5	    2.7	  108.4	  13.86	  14.20	  15.19	  -0.85	   0.00	--------	-1	0.00	*
_9:666331	  167.0	   53.2	    3.1	   84.7	  13.86	  14.20	  14.70	  -0.92	   0.00	--------	-1	0.00	*
_20:558085	  251.3	  106.6	    2.4	   97.7	  13.85	  14.19	  38.31	  -0.83	   0.00	--------	-1	0.00	*
_13:420045	  208.0	   48.8	    4.3	  115.5	  13.84	  24.07	  14.17	  -0.94	   0.00	--------	-1	0.00	*
_13:361984	  182.0	   57.7	    3.2	   96.7	  13.83	  15.67	  14.17	  -0.93	   0.00	--------	-1	0.00	*
_8:43410	  224.0	   88.7	    2.5	   91.7	  13.82	  14.15	  30.98	  -0.86	   0.00	--------	-1	0.00	*
_13:489864	  182.0	   62.1	    2.9	   96.7	  13.82	  14.15	  14.17	  -0.74	   0.00	--------	-1	0.00	*
_4:1217839	  182.0	   62.1	    2.9	   94.8	  13.82	  14.15	  14.89	  -0.89	   0.00	--------	-1	0.00	*
_1:1241833	  175.4	   52.1	    3.4	   92.5	  13.78	  16.18	  14.11	  -0.83	   0.00	--------	-1	0.00	*
_10:42297	  180.0	   35.5	    5.1	   95.4	  13.78	  23.80	  14.11	  -0.74	   0.00	--------	-1	0.00	*
_4:13770	  198.0	   57.7	    3.4	  108.4	  13.77	  18.65	  14.10	  -1.05	   0.00	--------	-1	0.00	*
_1:1989000	  203.0	   75.4	    2.7	   92.5	  13.77	  14.10	  22.87	  -1.04	   0.14	--------	-1	0.00	*
_9:103879	  188.0	   66.5	    2.8	   84.7	  13.71	  14.04	  21.77	  -0.69	   0.00	--------	-1	0.00	*
_2:1275548	  209.0	   79.8	    2.6	   91.7	  13.70	  14.03	  25.40	  -0.94	   0.00	--------	-1	0.00	*
_26:259518	  181.0	   62.1	    2.9	   95.5	  13.65	  13.98	  14.35	  -0.67	   0.00	--------	-1	0.00	*
_10:75208	  194.0	   71.0	    2.7	   95.4	  13.62	  13.95	  18.54	  -1.01	   0.00	--------	-1	0.00	*
_7:170061	  202.0	   75.4	    2.7	   82.7	  13.61	  13.93	  28.09	  -0.98	   0.00	--------	-1	0.00	*
_13:59394	  181.0	   62.1	    2.9	   96.7	  13.56	  13.98	  13.89	  -1.00	   0.00	--------	-1	0.00	*
_13:577896	  181.0	   62.1	    2.9	   96.7	  13.56	  13.98	  13.89	  -0.68	   0.00	--------	-1	0.00	*
_8:282045	  290.0	  133.1	    2.2	   94.0	  13.55	  13.88	  58.36	  -0.82	   0.34	--------	-1	0.00	*
_16:444494	  187.0	   66.5	    2.8	   94.7	  13.55	  13.87	  16.70	  -0.55	   0.00	--------	-1	0.00	*
_2:804220	  222.0	   88.7	    2.5	  109.3	  13.52	  13.84	  20.95	  -0.68	   0.00	--------	-1	0.00	*
_5:444290	  222.0	   88.7	    2.5	   93.8	  13.52	  13.84	  28.98	  -1.14	   0.00	--------	-1	0.00	*
_6:794926	  187.0	   48.8	    3.8	  101.2	  13.50	  19.75	  13.82	  -0.95	   0.00	--------	-1	0.00	*
_2:506616	  193.0	   71.0	    2.7	   96.2	  13.46	  13.78	  17.87	  -0.78	   0.00	--------	-1	0.00	*
_18:619336	  233.7	   96.1	    2.4	   95.6	  13.46	  13.78	  32.42	  -0.91	   0.00	--------	-1	0.00	*
_20:571515	  182.0	   39.9	    4.6	   97.7	  13.45	  22.41	  13.78	  -0.55	   0.00	--------	-1	0.00	*
_2:153976	  201.0	   75.4	    2.7	   91.7	  13.45	  13.77	  22.60	  -1.01	   0.00	--------	-1	0.00	*
_4:27009	  249.0	  106.4	    2.3	  114.0	  13.43	  13.75	  27.44	  -0.72	   0.00	--------	-1	0.00	*
_13:234126	  215.0	   84.3	    2.6	   96.7	  13.41	  13.73	  24.82	  -0.85	   0.02	--------	-1	0.00	*
_18:76462	  186.0	   66.5	    2.8	   97.3	  13.38	  13.70	  15.05	  -0.61	   0.00	--------	-1	0.00	*
_15:123175	  192.0	   66.5	    2.9	  105.1	  13.38	  14.73	  13.69	  -0.91	   0.64	--------	-1	0.00	*
_11:506401	  202.0	   71.0	    2.8	  112.5	  13.37	  15.30	  13.69	  -0.85	   0.00	--------	-1	0.00	*
_20:30464	  204.1	   47.2	    4.3	  114.7	  13.36	  23.86	  13.68	  -0.64	   0.00	--------	-1	0.00	*
_28:96836	  262.0	  115.3	    2.3	   79.2	  13.36	  13.67	  58.33	  -1.04	   0.00	--------	-1	0.00	*
_6:705604	  262.0	  115.3	    2.3	  101.2	  13.36	  13.67	  40.03	  -0.99	   0.00	--------	-1	0.00	*
_25:260336	  196.0	   44.4	    4.4	  108.2	  13.34	  23.23	  13.65	  -1.24	   0.00	--------	-1	0.00	*
_12:318842	  179.0	   62.1	    2.9	   90.9	  13.32	  13.63	  15.65	  -0.81	   0.00	--------	-1	0.00	*
_1:1924447	  200.0	   75.4	    2.7	   92.5	  13.29	  13.61	  21.85	  -1.08	   0.00	--------	-1	0.00	*
_8:123514	  214.0	   84.3	    2.5	   91.7	  13.25	  13.57	  27.19	  -0.62	   0.00	--------	-1	0.00	*
_27:112980	  206.0	   79.8	    2.6	   96.0	  13.24	  13.55	  22.11	  -0.66	   0.00	--------	-1	0.00	*
_7:467937	  191.0	   71.0	    2.7	   82.7	  13.14	  13.45	  23.94	  -0.85	   0.38	--------	-1	0.00	*
_13:283225	  206.8	   75.3	    2.7	  116.9	  13.14	  14.76	  13.45	  -0.87	   0.00	--------	-1	0.00	*
_3:699017	  199.0	   75.4	    2.6	   98.0	  13.13	  13.45	  18.92	  -0.75	   0.00	--------	-1	0.00	*
_4:666013	  227.0	   93.1	    2.4	   94.8	  13.11	  13.42	  30.23	  -0.98	   0.00	--------	-1	0.00	*
_4:605294	  213.0	   84.3	    2.5	   94.8	  13.10	  13.41	  25.10	  -1.06	   0.00	--------	-1	0.00	*
_15:167073	  205.0	   79.8	    2.6	  109.6	  13.08	  13.39	  15.60	  -0.85	   0.00	--------	-1	0.00	*
_3:567192	  205.0	   79.8	    2.6	   93.4	  13.08	  13.39	  23.06	  -0.95	   0.00	--------	-1	0.00	*
_10:118707	  219.0	   88.7	    2.5	   95.4	  13.07	  13.37	  26.95	  -0.65	   0.48	--------	-1	0.00	*
_12:756612	  184.0	   66.5	    2.8	   90.9	  13.06	  13.37	  17.45	  -0.65	   0.00	--------	-1	0.00	*
_13:598194	  179.0	   53.2	    3.4	   96.7	  13.03	  16.41	  13.34	  -1.21	   0.00	--------	-1	0.00	*
_10:900867	  179.0	   57.7	    3.1	   96.7	  13.03	  15.12	  13.34	  -0.69	   0.00	--------	-1	0.00	*
_17:285147	  184.6	   32.2	    5.7	  101.2	  12.95	  26.42	  13.25	  -1.05	   0.00	--------	-1	0.00	*
_27:279451	  204.0	   79.8	    2.6	   93.9	  12.92	  13.23	  22.50	  -1.14	   0.00	--------	-1	0.00	*
_9:529509	  204.0	   79.8	    2.6	   86.8	  12.92	  13.23	  26.35	  -0.80	   0.34	--------	-1	0.00	*
_12:579310	  183.0	   66.5	    2.8	   95.2	  12.89	  13.20	  14.99	  -0.75	   0.00	--------	-1	0.00	*
_1:203756	  205.0	   48.8	    4.2	  116.2	  12.88	  23.44	  13.19	  -0.62	   0.00	--------	-1	0.00	*
_4:317120	  232.7	   98.9	    2.4	  111.9	  12.87	  13.17	  23.20	  -0.98	   0.00	--------	-1	0.00	*
_1:895426	  234.0	   93.1	    2.5	  138.1	  12.86	  14.50	  13.16	  -0.99	   0.00	--------	-1	0.00	*
_12:206911	  218.3	   89.8	    2.4	   90.9	  12.83	  13.14	  29.57	  -0.83	   0.00	--------	-1	0.00	*
_1:1445852	  231.0	   97.6	    2.4	  117.3	  12.80	  13.10	  20.19	  -0.91	   0.00	--------	-1	0.00	*
_3:553248	  211.0	   84.3	    2.5	   93.4	  12.80	  13.10	  25.15	  -1.02	   0.25	--------	-1	0.00	*
_15:455591	  184.0	   57.7	    3.2	  101.0	  12.78	  16.03	  13.08	  -1.06	   0.00	--------	-1	0.00	*
_4:523832	  238.0	  102.0	    2.3	   94.8	  12.72	  13.02	  34.52	  -1.01	   0.00	--------	-1	0.00	*
_33:11478	  192.0	   71.0	    2.7	  107.1	  12.68	  13.62	  12.98	  -0.54	   0.00	--------	-1	0.00	*
_4:283634	  224.0	   93.1	    2.4	   94.8	  12.66	  12.96	  29.09	  -0.71	   0.00	--------	-1	0.00	*
_19:359833	  257.0	  115.3	    2.2	  142.8	  12.66	  12.96	  17.58	  -0.91	   0.00	--------	-1	0.00	*
_11:464596	  196.0	   75.4	    2.6	   92.3	  12.66	  12.96	  20.59	  -0.83	   0.12	--------	-1	0.00	*
_11:308241	  210.0	   84.3	    2.5	   92.3	  12.65	  12.94	  25.39	  -0.74	   0.00	--------	-1	0.00	*
_3:422633	  173.0	   44.4	    3.9	   93.4	  12.62	  18.47	  12.91	  -0.82	   0.00	--------	-1	0.00	*
_9:531953	  181.0	   48.8	    3.7	   99.3	  12.61	  18.56	  12.90	  -0.96	   0.00	--------	-1	0.00	*
_27:218697	  237.0	  102.0	    2.3	  104.8	  12.57	  12.87	  28.14	  -0.90	   0.00	--------	-1	0.00	*
_9:71014	  191.0	   39.9	    4.8	  106.7	  12.57	  24.36	  12.86	  -0.54	   0.00	--------	-1	0.00	*
_1:920286	  246.3	  109.6	    2.2	   92.5	  12.51	  12.80	  39.87	  -0.78	   0.00	--------	-1	0.00	*
_2:17006	  229.0	   97.6	    2.3	  118.1	  12.51	  12.80	  19.28	  -0.76	   0.00	--------	-1	0.00	*
_13:584915	  177.0	   57.7	    3.1	   96.7	  12.51	  14.76	  12.80	  -0.89	   0.58	--------	-1	0.00	*
_15:592743	  282.0	  133.1	    2.1	   97.9	  12.50	  12.79	  51.20	  -0.66	   0.00	--------	-1	0.00	*
_2:1125843	  196.7	   75.8	    2.6	  111.4	  12.49	  13.12	  12.78	  -1.00	   0.00	--------	-1	0.00	*
_13:462373	  185.0	   53.2	    3.5	  102.6	  12.48	  17.55	  12.77	  -0.68	   0.00	--------	-1	0.00	*
_21:245059	  225.0	   53.2	    4.2	  132.6	  12.45	  25.56	  12.74	  -0.85	   0.12	--------	-1	0.00	*
_1:591311	  220.8	   92.2	    2.4	  102.5	  12.45	  12.74	  23.83	  -1.06	   0.00	--------	-1	0.00	*
_1:2505591	  171.0	   44.4	    3.9	   92.5	  12.44	  18.06	  12.73	  -1.01	   0.00	--------	-1	0.00	*
_15:253459	  226.0	   79.8	    2.8	  133.4	  12.43	  16.86	  12.72	  -0.71	   0.16	--------	-1	0.00	*
_16:366322	  243.0	   79.8	    3.0	  146.4	  12.42	  19.83	  12.71	  -0.87	   0.00	--------	-1	0.00	*
_24:254375	  180.0	   66.5	    2.7	   97.2	  12.41	  12.70	  13.41	  -1.01	   0.00	--------	-1	0.00	*
_7:641409	  190.7	   42.6	    4.5	  107.3	  12.39	  23.02	  12.68	  -0.82	   0.00	--------	-1	0.00	*
_29:130048	  222.0	   93.1	    2.4	   83.4	  12.38	  12.66	  35.76	  -0.83	   0.00	--------	-1	0.00	*
_8:253053	  222.0	   93.1	    2.4	   91.7	  12.38	  12.66	  30.21	  -0.77	   0.00	--------	-1	0.00	*
_1:1852828	  246.0	   97.6	    2.5	  148.9	  12.37	  15.39	  12.66	  -1.02	   0.00	--------	-1	0.00	*
_20:146640	  180.0	   44.4	    4.1	   99.2	  12.37	  19.89	  12.66	  -1.03	   0.00	--------	-1	0.00	*
_4:73082	  187.5	   59.1	    3.2	  105.1	  12.36	  16.13	  12.65	  -0.76	   0.00	--------	-1	0.00	*
_3:204492	  172.0	   53.2	    3.2	   93.4	  12.36	  15.11	  12.64	  -0.84	   0.00	--------	-1	0.00	*
_3:847842	  172.0	   39.9	    4.3	   93.4	  12.36	  20.27	  12.64	  -0.90	   0.00	--------	-1	0.00	*
_8:69340	  194.0	   75.4	    2.6	   91.7	  12.36	  12.64	  20.23	  -0.93	   0.44	--------	-1	0.00	*
_18:620488	  214.0	   88.7	    2.4	  114.1	  12.33	  12.61	  16.62	  -0.98	   0.00	--------	-1	0.00	*
_9:651462	  205.2	   83.6	    2.5	   86.3	  12.28	  12.56	  27.39	  -0.85	   0.00	--------	-1	0.00	*
_10:94910	  233.0	   84.3	    2.8	  139.3	  12.26	  16.65	  12.55	  -0.87	   0.00	--------	-1	0.00	*
_9:949401	  166.0	   48.8	    3.4	   89.4	  12.26	  15.64	  12.54	  -0.83	   0.00	--------	-1	0.00	*
_2:564586	  198.0	   66.5	    3.0	  112.9	  12.25	  15.77	  12.53	  -0.66	   0.00	--------	-1	0.00	*
_10:621010	  238.7	  105.0	    2.3	  104.7	  12.23	  12.51	  28.95	  -0.78	   0.00	--------	-1	0.00	*
_25:477904	  184.6	   67.4	    2.7	  103.4	  12.21	  13.26	  12.49	  -0.94	   0.00	--------	-1	0.00	*
_29:126950	  164.0	   57.7	    2.8	   77.2	  12.20	  12.48	  17.49	  -0.79	   0.00	--------	-1	0.00	*
_2:1441307	  172.0	   62.1	    2.8	   91.7	  12.17	  12.45	  13.31	  -0.65	   0.00	--------	-1	0.00	*
_16:435387	  173.0	   48.8	    3.5	   94.7	  12.17	  16.99	  12.45	  -0.84	   0.00	--------	-1	0.00	*
_17:603184	  218.9	   92.8	    2.4	  103.2	  12.16	  12.44	  22.84	  -1.00	   0.00	--------	-1	0.00	*
_4:393244	  173.0	   26.6	    6.5	   94.8	  12.12	  26.84	  12.40	  -0.72	   0.00	--------	-1	0.00	*
_4:1016014	  172.4	   58.9	    2.9	   94.8	  12.12	  13.75	  12.40	  -0.86	   0.00	--------	-1	0.00	*
_3:1131045	  193.7	   76.9	    2.5	   96.4	  12.12	  12.39	  18.07	  -0.79	   0.00	--------	-1	0.00	*
_3:807026	  170.1	   57.7	    3.0	   93.4	  12.10	  13.70	  12.38	  -0.74	   0.00	--------	-1	0.00	*
_2:7336	  192.0	   75.4	    2.5	   91.7	  12.05	  12.33	  19.61	  -0.80	   0.00	--------	-1	0.00	*
_14:787036	  184.0	   71.0	    2.6	   95.9	  12.03	  12.31	  15.05	  -1.10	   0.12	--------	-1	0.00	*
_22:441976	  258.0	  119.7	    2.2	  102.3	  12.01	  12.29	  37.67	  -0.74	   0.04	--------	-1	0.00	*
_1:1762143	  198.0	   79.8	    2.5	   92.5	  12.01	  12.29	  21.18	  -0.90	   0.00	--------	-1	0.00	*
_8:714496	  171.0	   62.1	    2.8	   91.7	  12.01	  12.28	  13.01	  -1.00	   0.00	--------	-1	0.00	*
_9:349928	  171.0	   62.1	    2.8	   84.7	  12.01	  12.28	  15.76	  -0.99	   0.00	--------	-1	0.00	*
_21:107988	  223.0	   57.7	    3.9	  132.6	  12.01	  23.56	  12.28	  -0.92	   0.00	--------	-1	0.00	*
_21:214944	  222.5	   75.7	    2.9	  132.6	  12.01	  17.49	  12.28	  -1.07	   0.00	--------	-1	0.00	*
_11:921317	  169.0	   57.7	    2.9	   92.3	  11.97	  13.35	  12.24	  -1.36	   0.19	--------	-1	0.00	*
_15:738509	  176.0	   53.2	    3.3	   97.5	  11.96	  15.85	  12.23	  -0.74	   0.00	--------	-1	0.00	*
_18:513820	  191.0	   75.4	    2.5	   95.6	  11.90	  12.17	  17.50	  -0.84	   0.33	--------	-1	0.00	*
_19:590808	  260.0	  121.7	    2.1	  116.7	  11.89	  12.16	  29.83	  -1.04	   0.00	--------	-1	0.00	*
_18:274083	  211.0	   88.7	    2.4	   95.6	  11.89	  12.16	  23.97	  -0.81	   0.00	--------	-1	0.00	*
_28:145654	  211.0	   88.7	    2.4	   79.2	  11.89	  12.16	  34.10	  -0.86	   0.00	--------	-1	0.00	*
_4:862864	  211.0	   88.7	    2.4	  103.3	  11.89	  12.16	  20.24	  -0.79	   0.00	--------	-1	0.00	*
_5:422481	  238.0	  106.4	    2.2	  126.6	  11.89	  12.16	  18.47	  -0.63	   0.00	--------	-1	0.00	*
_30:206928	  239.0	   75.4	    3.2	  145.3	  11.88	  20.35	  12.15	  -1.09	   0.00	--------	-1	0.00	*
_4:902888	  172.0	   53.2	    3.2	   94.8	  11.87	  15.11	  12.14	  -1.24	   0.29	--------	-1	0.00	*
_18:696340	  172.5	   52.4	    3.3	   95.6	  11.84	  15.62	  12.11	  -1.15	   0.00	--------	-1	0.00	*
_2:472127	  218.0	   93.1	    2.3	   93.3	  11.80	  12.07	  27.76	  -0.81	   0.00	--------	-1	0.00	*
_2:861609	  218.0	   93.1	    2.3	   91.7	  11.81	  12.07	  28.72	  -0.89	   0.00	--------	-1	0.00	*
_1:869501	  176.0	   66.5	    2.6	   92.5	  11.78	  12.04	  14.11	  -0.67	   0.00	--------	-1	0.00	*
_28:347598	  176.0	   66.5	    2.6	   94.4	  11.78	  12.04	  13.38	  -0.68	   0.00	--------	-1	0.00	*
_23:413688	  204.0	   84.3	    2.4	  109.0	  11.76	  12.02	  15.59	  -0.72	   0.00	--------	-1	0.00	*
_15:716516	  255.0	   62.1	    4.1	  158.2	  11.76	  28.11	  12.02	  -0.95	   0.00	--------	-1	0.00	*
_2:996505	  167.0	   35.5	    4.7	   91.7	  11.69	  20.94	  11.95	  -0.86	   0.00	--------	-1	0.00	*
_20:210845	  176.6	   67.8	    2.6	   97.7	  11.69	  11.95	  12.43	  -0.81	   0.00	--------	-1	0.00	*
